Time Stamp,Step,Status,Prog Time,Step Time,Cycle,Cycle Level,Procedure,Voltage,Current,Temperature,Capacity,WhAccu,Cnt,battery_id
2024-02-02 02:30:00,1,Rest,00:44:00,00:49:00,686,Low,CC-CV,4.01,-0.56,39.8,1.092,8.13,1542,Pack-02
2024-02-02 03:00:00,3,Rest,00:18:00,00:51:00,727,Low,CC,4.03,-1.25,44.6,1.455,1.98,1543,Pack-02
2024-02-02 03:30:00,2,Discharging,00:51:00,00:22:00,615,High,CC-CV,4.04,0.03,32.7,2.163,7.21,1544,Pack-02
2024-02-02 04:00:00,3,Rest,00:28:00,00:39:00,531,Low,Rest,3.9,1.3,30.1,2.137,1.67,1545,Pack-02
2024-02-02 04:30:00,3,Rest,00:51:00,00:58:00,281,High,CC,4.02,1.62,26.5,1.754,3.89,1546,Pack-02
2024-02-02 05:00:00,3,Rest,00:10:00,00:18:00,783,Low,CC,3.93,-1.55,28.5,1.7,4.61,1547,Pack-02
2024-02-02 05:30:00,2,Rest,00:45:00,00:23:00,673,Low,Rest,3.6,-0.61,21.7,1.847,2.76,1548,Pack-02
2024-02-02 06:00:00,1,Rest,00:12:00,00:46:00,920,Medium,CC-CV,3.52,-1.92,39.5,2.201,2.54,1549,Pack-02
2024-02-02 06:30:00,3,Rest,00:25:00,00:21:00,845,Low,CC-CV,3.56,-1.5,34.2,2.408,1.82,1550,Pack-02
2024-02-02 07:00:00,3,Discharging,00:58:00,00:24:00,424,Medium,Rest,3.75,-0.57,25.1,2.234,5.37,1551,Pack-02
2024-02-02 07:30:00,3,Rest,00:20:00,00:32:00,490,High,Rest,4.06,-1.29,36.1,1.037,8.71,1552,Pack-02
2024-02-02 08:00:00,3,Charging,00:58:00,00:25:00,992,Medium,CC,3.69,0.96,32.3,0.887,8.77,1553,Pack-02
2024-02-02 08:30:00,1,Discharging,00:58:00,00:18:00,910,Medium,CC-CV,4.18,0.59,40.9,2.113,8.87,1554,Pack-02
2024-02-02 09:00:00,3,Discharging,00:59:00,00:57:00,490,Low,CC,4.07,-1.1,32.1,1.152,4.0,1555,Pack-02
2024-02-02 09:30:00,1,Charging,00:59:00,00:57:00,491,High,CC-CV,3.55,-1.4,27.5,0.653,9.01,1556,Pack-02
2024-02-02 10:00:00,2,Charging,00:40:00,00:46:00,93,Medium,Rest,3.56,0.31,44.7,1.964,4.31,1557,Pack-02
2024-02-02 10:30:00,1,Charging,00:11:00,00:10:00,54,Medium,CC-CV,3.75,-0.46,41.9,1.998,5.77,1558,Pack-02
2024-02-02 11:00:00,3,Discharging,00:53:00,00:53:00,64,Medium,Rest,4.1,1.52,35.6,0.854,3.01,1559,Pack-02
2024-02-02 11:30:00,3,Discharging,00:11:00,00:50:00,118,High,CC,3.86,0.66,27.6,0.914,7.05,1560,Pack-02
2024-02-02 12:00:00,3,Rest,00:43:00,00:10:00,195,Low,CC-CV,3.95,1.33,35.6,2.204,9.25,1561,Pack-02
2024-02-02 12:30:00,3,Rest,00:15:00,00:37:00,68,High,CC,4.17,-1.74,35.0,2.148,5.14,1562,Pack-02
2024-02-02 13:00:00,1,Rest,00:12:00,00:59:00,904,High,Rest,3.51,-0.93,34.4,1.566,4.59,1563,Pack-02
2024-02-02 13:30:00,2,Rest,00:49:00,00:54:00,789,High,CC,3.99,-0.86,42.5,2.29,5.79,1564,Pack-02
2024-02-02 14:00:00,1,Charging,00:17:00,00:22:00,309,High,Rest,3.93,-0.4,41.3,1.649,2.12,1565,Pack-02
2024-02-02 14:30:00,1,Discharging,00:53:00,00:52:00,206,Low,Rest,3.82,-0.48,36.8,2.036,8.12,1566,Pack-02
2024-02-02 15:00:00,2,Discharging,00:55:00,00:55:00,499,High,CC-CV,4.07,0.28,24.7,0.739,6.22,1567,Pack-02
2024-02-02 15:30:00,2,Charging,00:26:00,00:10:00,59,Medium,CC,3.73,-0.51,28.4,0.547,4.22,1568,Pack-02
2024-02-02 16:00:00,3,Rest,00:51:00,00:38:00,743,Medium,CC,3.8,1.09,24.5,0.996,2.9,1569,Pack-02
2024-02-02 16:30:00,1,Charging,00:38:00,00:28:00,456,Low,CC,4.14,-0.02,40.9,1.976,5.15,1570,Pack-02
2024-02-02 17:00:00,1,Discharging,00:24:00,00:41:00,127,Low,CC,3.52,1.95,41.1,1.279,3.24,1571,Pack-02
2024-02-02 17:30:00,1,Charging,00:38:00,00:30:00,14,High,CC,3.74,1.19,24.4,1.178,9.49,1572,Pack-02
2024-02-02 18:00:00,2,Discharging,00:10:00,00:36:00,133,Low,CC-CV,3.89,1.11,24.6,0.828,9.37,1573,Pack-02
2024-02-02 18:30:00,1,Discharging,00:45:00,00:22:00,4,Medium,Rest,3.65,1.33,23.5,2.007,3.57,1574,Pack-02
2024-02-02 19:00:00,3,Charging,00:50:00,00:31:00,802,Medium,CC-CV,3.71,-1.82,44.4,2.442,5.3,1575,Pack-02
2024-02-02 19:30:00,1,Discharging,00:50:00,00:46:00,951,Medium,Rest,4.06,1.74,39.6,1.907,6.16,1576,Pack-02
2024-02-02 20:00:00,3,Rest,00:20:00,00:31:00,445,Low,CC-CV,4.19,1.07,33.3,1.595,7.54,1577,Pack-02
2024-02-02 20:30:00,3,Discharging,00:47:00,00:20:00,978,High,CC-CV,3.53,-1.08,34.9,2.226,1.69,1578,Pack-02
2024-02-02 21:00:00,1,Charging,00:30:00,00:39:00,376,High,CC-CV,4.01,0.61,41.5,1.543,7.23,1579,Pack-02
2024-02-02 21:30:00,1,Discharging,00:17:00,00:50:00,261,Low,CC-CV,3.76,-1.29,40.6,2.033,9.85,1580,Pack-02
2024-02-02 22:00:00,1,Rest,00:56:00,00:13:00,300,Medium,CC-CV,3.92,-1.58,21.3,1.645,7.08,1581,Pack-02
2024-02-02 22:30:00,1,Discharging,00:46:00,00:28:00,87,Medium,CC-CV,3.97,-1.62,40.9,0.676,7.52,1582,Pack-02
2024-02-02 23:00:00,1,Charging,00:10:00,00:49:00,863,High,CC,3.68,-1.08,31.6,0.887,6.43,1583,Pack-02
2024-02-02 23:30:00,1,Rest,00:38:00,00:55:00,2,High,Rest,3.82,1.46,21.4,1.338,2.4,1584,Pack-02
2024-02-03 00:00:00,1,Discharging,00:26:00,00:14:00,605,Low,CC,4.0,-1.73,43.4,0.668,9.56,1585,Pack-02
2024-02-03 00:30:00,2,Rest,00:10:00,00:30:00,281,Low,CC-CV,4.1,-0.44,40.5,0.93,9.42,1586,Pack-02
2024-02-03 01:00:00,1,Discharging,00:23:00,00:18:00,703,High,CC-CV,4.13,-1.03,40.4,2.456,6.57,1587,Pack-02
2024-02-03 01:30:00,1,Discharging,00:31:00,00:18:00,567,Medium,CC-CV,4.17,1.64,23.4,2.334,8.63,1588,Pack-02
2024-02-03 02:00:00,1,Rest,00:55:00,00:45:00,214,High,Rest,3.89,-1.48,21.9,2.239,8.71,1589,Pack-02
2024-02-03 02:30:00,2,Rest,00:59:00,00:15:00,535,Low,CC,3.76,1.04,39.4,1.057,5.49,1590,Pack-02
2024-02-03 03:00:00,2,Discharging,00:35:00,00:25:00,156,Medium,CC-CV,3.71,-0.8,27.8,0.718,5.63,1591,Pack-02
2024-02-03 03:30:00,2,Charging,00:44:00,00:43:00,443,Low,Rest,3.55,-0.33,22.4,0.924,7.96,1592,Pack-02
2024-02-03 04:00:00,2,Charging,00:38:00,00:48:00,73,Low,CC-CV,4.05,-0.34,23.8,1.428,3.35,1593,Pack-02
2024-02-03 04:30:00,1,Discharging,00:34:00,00:18:00,849,High,Rest,3.84,-1.48,31.8,0.961,7.88,1594,Pack-02
2024-02-03 05:00:00,1,Rest,00:37:00,00:59:00,619,High,CC,4.18,-1.11,36.8,0.593,6.78,1595,Pack-02
2024-02-03 05:30:00,1,Rest,00:35:00,00:26:00,474,Medium,CC,4.11,-1.39,39.5,1.794,8.95,1596,Pack-02
2024-02-03 06:00:00,2,Charging,00:47:00,00:58:00,979,High,CC,3.81,-1.81,41.5,2.398,2.3,1597,Pack-02
2024-02-03 06:30:00,2,Discharging,00:14:00,00:23:00,624,Medium,CC,3.73,-0.47,35.0,1.648,2.16,1598,Pack-02
2024-02-03 07:00:00,3,Discharging,00:50:00,00:15:00,253,Low,CC-CV,4.08,1.72,21.0,1.053,2.12,1599,Pack-02
2024-02-03 07:30:00,1,Rest,00:34:00,00:43:00,787,High,CC,3.78,1.26,37.6,0.593,8.91,1600,Pack-02
2024-02-03 08:00:00,2,Rest,00:41:00,00:12:00,705,Medium,CC-CV,4.01,-0.14,41.3,2.121,3.38,1601,Pack-02
2024-02-03 08:30:00,1,Charging,00:42:00,00:32:00,282,Medium,CC,3.53,0.19,30.9,0.938,6.45,1602,Pack-02
2024-02-03 09:00:00,3,Charging,00:40:00,00:26:00,639,Medium,CC,3.92,-1.0,44.0,1.263,2.25,1603,Pack-02
2024-02-03 09:30:00,2,Charging,00:24:00,00:32:00,227,Medium,CC-CV,4.03,0.28,35.1,0.597,2.97,1604,Pack-02
2024-02-03 10:00:00,1,Discharging,00:21:00,00:54:00,599,High,CC-CV,3.96,1.48,27.5,2.152,3.0,1605,Pack-02
2024-02-03 10:30:00,1,Discharging,00:32:00,00:48:00,746,High,CC-CV,4.13,-0.15,26.4,2.048,8.27,1606,Pack-02
2024-02-03 11:00:00,3,Rest,00:20:00,00:51:00,707,Low,Rest,4.18,-1.92,40.5,2.205,2.75,1607,Pack-02
2024-02-03 11:30:00,2,Discharging,00:24:00,00:23:00,908,High,CC,3.92,1.45,31.8,1.095,4.67,1608,Pack-02
2024-02-03 12:00:00,2,Rest,00:30:00,00:40:00,226,Low,CC-CV,3.99,0.34,41.5,1.611,4.97,1609,Pack-02
2024-02-03 12:30:00,2,Discharging,00:20:00,00:24:00,903,High,CC,3.88,-1.77,23.2,1.831,1.59,1610,Pack-02
2024-02-03 13:00:00,2,Discharging,00:53:00,00:51:00,919,High,CC-CV,3.5,1.8,37.8,2.407,3.36,1611,Pack-02
2024-02-03 13:30:00,1,Discharging,00:58:00,00:19:00,261,High,CC,3.67,1.1,43.1,1.672,5.15,1612,Pack-02
2024-02-03 14:00:00,1,Charging,00:59:00,00:46:00,758,Medium,CC,3.72,0.62,38.5,2.424,3.14,1613,Pack-02
2024-02-03 14:30:00,1,Rest,00:55:00,00:36:00,136,Low,Rest,3.81,-0.32,23.8,1.239,5.56,1614,Pack-02
2024-02-03 15:00:00,1,Rest,00:13:00,00:51:00,378,Medium,Rest,4.04,1.62,38.8,2.403,3.61,1615,Pack-02
2024-02-03 15:30:00,3,Charging,00:34:00,00:30:00,835,High,CC,3.99,0.8,31.8,0.506,7.2,1616,Pack-02
2024-02-03 16:00:00,3,Rest,00:49:00,00:26:00,123,Medium,CC-CV,3.57,1.51,27.4,0.621,2.98,1617,Pack-02
2024-02-03 16:30:00,3,Charging,00:25:00,00:52:00,449,High,Rest,3.75,-1.98,40.3,0.572,4.73,1618,Pack-02
2024-02-03 17:00:00,1,Rest,00:11:00,00:29:00,780,Low,CC-CV,3.85,-0.59,24.5,1.481,6.9,1619,Pack-02
2024-02-03 17:30:00,3,Charging,00:12:00,00:22:00,940,Medium,CC,4.1,-1.21,28.5,2.011,3.7,1620,Pack-02
2024-02-03 18:00:00,3,Discharging,00:21:00,00:30:00,469,High,CC-CV,3.53,-0.4,26.0,1.105,7.65,1621,Pack-02
2024-02-03 18:30:00,1,Charging,00:38:00,00:44:00,970,Low,CC,3.52,1.4,20.8,2.498,8.56,1622,Pack-02
2024-02-03 19:00:00,2,Discharging,00:15:00,00:19:00,737,Low,CC,4.08,-1.08,20.2,0.842,6.03,1623,Pack-02
2024-02-03 19:30:00,2,Charging,00:53:00,00:31:00,851,High,CC,3.74,1.1,43.4,1.888,2.11,1624,Pack-02
2024-02-03 20:00:00,2,Charging,00:18:00,00:50:00,738,Medium,Rest,3.62,0.65,32.1,1.734,8.24,1625,Pack-02
2024-02-03 20:30:00,3,Discharging,00:37:00,00:15:00,551,Medium,Rest,4.17,0.36,26.1,0.503,5.85,1626,Pack-02
2024-02-03 21:00:00,3,Discharging,00:18:00,00:43:00,47,High,Rest,3.67,1.4,36.2,1.674,9.18,1627,Pack-02
2024-02-03 21:30:00,3,Charging,00:29:00,00:50:00,883,High,Rest,3.62,0.76,41.8,0.888,4.51,1628,Pack-02
2024-02-03 22:00:00,1,Charging,00:47:00,00:29:00,198,Medium,CC,3.78,1.58,30.5,1.153,1.21,1629,Pack-02
2024-02-03 22:30:00,1,Discharging,00:46:00,00:58:00,494,High,CC,3.54,-1.07,30.0,0.87,4.88,1630,Pack-02
2024-02-03 23:00:00,1,Rest,00:59:00,00:59:00,634,Medium,Rest,3.64,0.23,25.5,1.828,6.62,1631,Pack-02
2024-02-03 23:30:00,1,Charging,00:14:00,00:15:00,409,Low,CC,3.55,-1.94,26.1,1.909,2.09,1632,Pack-02
2024-02-04 00:00:00,3,Rest,00:44:00,00:36:00,896,High,Rest,3.59,0.25,39.6,1.098,5.98,1633,Pack-02
2024-02-04 00:30:00,3,Rest,00:25:00,00:30:00,419,Medium,CC,3.93,-0.99,20.0,1.498,5.01,1634,Pack-02
2024-02-04 01:00:00,1,Discharging,00:39:00,00:18:00,52,High,CC-CV,3.57,-1.38,22.1,1.1,6.13,1635,Pack-02
2024-02-04 01:30:00,3,Discharging,00:45:00,00:41:00,700,Medium,CC,4.05,1.61,40.5,1.189,6.87,1636,Pack-02
2024-02-04 02:00:00,3,Rest,00:13:00,00:39:00,900,Low,CC,3.9,1.66,38.8,1.866,1.56,1637,Pack-02
2024-02-04 02:30:00,3,Discharging,00:43:00,00:32:00,868,High,CC-CV,3.82,-0.21,36.5,0.513,9.94,1638,Pack-02
2024-02-04 03:00:00,3,Discharging,00:46:00,00:54:00,384,Medium,CC-CV,3.69,-1.04,30.6,0.608,4.13,1639,Pack-02
2024-02-04 03:30:00,3,Discharging,00:57:00,00:35:00,688,Medium,Rest,4.2,0.7,29.2,1.71,6.48,1640,Pack-02
2024-02-04 04:00:00,1,Charging,00:15:00,00:11:00,826,High,Rest,3.51,-0.88,34.4,1.469,5.83,1641,Pack-02
2024-02-04 04:30:00,3,Charging,00:10:00,00:53:00,227,Medium,Rest,3.86,0.5,41.7,1.387,2.13,1642,Pack-02
2024-02-04 05:00:00,1,Charging,00:34:00,00:55:00,45,High,CC,4.01,-0.38,21.5,1.938,9.6,1643,Pack-02
2024-02-04 05:30:00,3,Charging,00:59:00,00:52:00,29,Medium,CC,4.07,-0.63,40.0,0.699,2.47,1644,Pack-02
2024-02-04 06:00:00,3,Rest,00:39:00,00:39:00,571,Medium,Rest,4.0,0.69,41.1,1.181,7.22,1645,Pack-02
2024-02-04 06:30:00,3,Rest,00:38:00,00:47:00,638,High,CC,4.01,-1.64,42.4,0.994,5.65,1646,Pack-02
2024-02-04 07:00:00,2,Rest,00:45:00,00:42:00,849,Medium,CC,3.8,-1.11,38.8,1.969,9.65,1647,Pack-02
2024-02-04 07:30:00,3,Discharging,00:16:00,00:19:00,340,Medium,CC-CV,3.52,-0.54,25.1,1.489,1.58,1648,Pack-02
2024-02-04 08:00:00,3,Charging,00:40:00,00:12:00,404,High,Rest,3.73,0.01,29.9,2.104,3.54,1649,Pack-02
2024-02-04 08:30:00,1,Charging,00:31:00,00:50:00,653,Low,CC-CV,3.85,-1.64,27.6,0.619,2.03,1650,Pack-02
2024-02-04 09:00:00,1,Charging,00:30:00,00:28:00,190,Low,CC,3.74,-0.47,44.1,0.69,7.77,1651,Pack-02
2024-02-04 09:30:00,3,Charging,00:18:00,00:48:00,210,Low,CC,3.51,1.4,35.9,1.06,6.45,1652,Pack-02
2024-02-04 10:00:00,1,Charging,00:42:00,00:19:00,505,High,Rest,3.96,-0.19,28.2,2.02,5.24,1653,Pack-02
2024-02-04 10:30:00,3,Rest,00:39:00,00:30:00,591,Medium,Rest,3.93,-0.57,23.9,1.792,6.49,1654,Pack-02
2024-02-04 11:00:00,3,Charging,00:19:00,00:41:00,774,Medium,Rest,4.05,1.44,22.8,0.515,6.58,1655,Pack-02
2024-02-04 11:30:00,2,Discharging,00:26:00,00:12:00,679,Low,CC-CV,3.77,-1.48,41.2,1.061,3.2,1656,Pack-02
2024-02-04 12:00:00,2,Rest,00:18:00,00:36:00,597,Medium,CC,3.71,0.75,22.4,0.8,4.9,1657,Pack-02
2024-02-04 12:30:00,3,Discharging,00:45:00,00:46:00,533,High,CC,4.16,-1.26,35.8,1.463,9.55,1658,Pack-02
2024-02-04 13:00:00,3,Charging,00:12:00,00:31:00,28,Low,CC,4.12,0.1,43.2,0.91,8.07,1659,Pack-02
2024-02-04 13:30:00,1,Discharging,00:11:00,00:18:00,826,Medium,CC-CV,3.66,1.16,42.0,1.029,3.61,1660,Pack-02
2024-02-04 14:00:00,3,Rest,00:41:00,00:18:00,778,Low,Rest,3.85,-1.92,35.6,1.65,1.73,1661,Pack-02
2024-02-04 14:30:00,1,Rest,00:44:00,00:46:00,755,Medium,Rest,3.89,1.35,43.9,2.153,4.47,1662,Pack-02
2024-02-04 15:00:00,3,Discharging,00:18:00,00:55:00,647,Low,CC,3.8,1.59,23.2,1.516,8.39,1663,Pack-02
2024-02-04 15:30:00,1,Discharging,00:16:00,00:44:00,210,Medium,Rest,3.88,1.87,24.0,1.128,3.77,1664,Pack-02
2024-02-04 16:00:00,2,Rest,00:53:00,00:59:00,249,Medium,CC,3.53,1.91,39.9,1.131,2.4,1665,Pack-02
2024-02-04 16:30:00,3,Charging,00:24:00,00:49:00,244,High,Rest,3.68,0.24,29.5,2.183,2.05,1666,Pack-02
2024-02-04 17:00:00,3,Discharging,00:43:00,00:53:00,919,Low,CC,3.63,-1.35,23.2,2.479,9.01,1667,Pack-02
2024-02-04 17:30:00,1,Rest,00:22:00,00:56:00,913,Medium,Rest,3.88,1.15,34.8,1.21,4.11,1668,Pack-02
2024-02-04 18:00:00,1,Discharging,00:49:00,00:58:00,988,Low,Rest,4.0,0.75,29.8,0.566,9.94,1669,Pack-02
2024-02-04 18:30:00,2,Charging,00:40:00,00:14:00,759,Low,Rest,3.58,-1.42,39.7,1.651,8.1,1670,Pack-02
2024-02-04 19:00:00,1,Discharging,00:49:00,00:14:00,786,Medium,Rest,3.84,-1.71,33.8,1.376,7.38,1671,Pack-02
2024-02-04 19:30:00,1,Charging,00:32:00,00:41:00,876,Low,Rest,3.62,0.89,40.7,2.334,3.38,1672,Pack-02
2024-02-04 20:00:00,2,Charging,00:16:00,00:24:00,706,Low,CC-CV,4.07,-0.39,35.6,2.124,9.2,1673,Pack-02
2024-02-04 20:30:00,3,Charging,00:20:00,00:31:00,339,Low,CC,3.96,-0.01,26.7,1.261,1.73,1674,Pack-02
2024-02-04 21:00:00,2,Discharging,00:16:00,00:45:00,790,Low,CC-CV,3.99,-0.99,28.9,1.866,1.84,1675,Pack-02
2024-02-04 21:30:00,3,Rest,00:17:00,00:38:00,100,High,CC,3.84,-0.83,37.6,2.293,5.9,1676,Pack-02
2024-02-04 22:00:00,2,Rest,00:56:00,00:45:00,420,Medium,CC-CV,3.97,0.02,32.4,0.905,2.82,1677,Pack-02
2024-02-04 22:30:00,1,Discharging,00:52:00,00:27:00,586,High,CC-CV,3.54,-1.94,25.1,1.626,6.61,1678,Pack-02
2024-02-04 23:00:00,2,Discharging,00:55:00,00:12:00,41,Low,Rest,3.68,1.54,24.6,2.058,9.16,1679,Pack-02
2024-02-04 23:30:00,3,Rest,00:49:00,00:38:00,276,High,Rest,3.95,1.06,32.0,0.514,3.68,1680,Pack-02
2024-02-05 00:00:00,3,Discharging,00:24:00,00:37:00,759,Low,CC-CV,3.56,-0.93,44.5,2.39,8.06,1681,Pack-02
2024-02-05 00:30:00,3,Rest,00:47:00,00:46:00,928,High,Rest,3.81,0.34,44.1,2.449,9.7,1682,Pack-02
2024-02-05 01:00:00,2,Charging,00:37:00,00:21:00,585,High,CC-CV,3.72,-0.44,42.3,1.678,2.15,1683,Pack-02
2024-02-05 01:30:00,2,Charging,00:13:00,00:43:00,16,Medium,Rest,4.12,-0.1,44.1,1.487,2.81,1684,Pack-02
2024-02-05 02:00:00,1,Rest,00:32:00,00:38:00,578,Medium,CC,4.14,-0.11,44.4,1.153,4.88,1685,Pack-02
2024-02-05 02:30:00,3,Discharging,00:38:00,00:42:00,568,High,CC-CV,3.89,1.95,43.1,1.999,6.89,1686,Pack-02
2024-02-05 03:00:00,1,Rest,00:35:00,00:55:00,258,Low,CC-CV,3.99,0.08,28.1,1.87,5.35,1687,Pack-02
2024-02-05 03:30:00,2,Charging,00:16:00,00:20:00,338,Medium,CC-CV,3.73,-0.02,32.9,2.322,8.43,1688,Pack-02
2024-02-05 04:00:00,2,Rest,00:11:00,00:22:00,983,Medium,CC-CV,3.66,0.52,32.2,2.102,8.33,1689,Pack-02
2024-02-05 04:30:00,3,Charging,00:26:00,00:15:00,367,High,CC,4.01,-1.65,20.2,2.447,9.44,1690,Pack-02
2024-02-05 05:00:00,1,Charging,00:49:00,00:34:00,200,Medium,CC-CV,3.72,0.98,37.9,1.817,4.7,1691,Pack-02
2024-02-05 05:30:00,1,Charging,00:44:00,00:46:00,356,High,CC,3.7,1.72,23.1,0.957,9.23,1692,Pack-02
2024-02-05 06:00:00,1,Discharging,00:36:00,00:49:00,271,High,CC,3.86,-1.95,22.7,0.931,6.36,1693,Pack-02
2024-02-05 06:30:00,1,Rest,00:38:00,00:41:00,773,Medium,CC,3.71,-0.05,20.9,2.117,9.06,1694,Pack-02
2024-02-05 07:00:00,2,Charging,00:23:00,00:29:00,485,Medium,CC,3.72,0.49,40.6,1.588,4.34,1695,Pack-02
2024-02-05 07:30:00,3,Charging,00:53:00,00:48:00,490,Medium,CC,3.9,-0.08,38.1,0.967,5.21,1696,Pack-02
2024-02-05 08:00:00,1,Rest,00:15:00,00:56:00,830,Low,CC,3.96,0.39,38.1,1.083,5.35,1697,Pack-02
2024-02-05 08:30:00,3,Charging,00:33:00,00:45:00,587,Low,CC,3.93,-1.51,38.8,1.896,9.29,1698,Pack-02
2024-02-05 09:00:00,3,Rest,00:24:00,00:53:00,302,Low,CC,4.07,-0.23,44.2,2.298,2.48,1699,Pack-02
2024-02-05 09:30:00,1,Discharging,00:57:00,00:12:00,912,Medium,CC,4.14,0.25,26.6,1.031,8.85,1700,Pack-02
2024-02-05 10:00:00,2,Discharging,00:23:00,00:57:00,853,Low,CC-CV,3.77,-1.72,44.2,2.286,2.58,1701,Pack-02
2024-02-05 10:30:00,1,Discharging,00:17:00,00:43:00,863,High,CC,3.9,1.41,20.4,1.391,1.5,1702,Pack-02
2024-02-05 11:00:00,3,Charging,00:51:00,00:55:00,196,Low,CC-CV,3.6,0.3,20.9,1.533,3.47,1703,Pack-02
2024-02-05 11:30:00,1,Discharging,00:32:00,00:45:00,508,Low,CC,3.8,0.13,41.0,1.763,1.87,1704,Pack-02
2024-02-05 12:00:00,1,Charging,00:20:00,00:18:00,203,Low,Rest,3.99,-0.97,32.7,0.878,3.78,1705,Pack-02
2024-02-05 12:30:00,2,Charging,00:24:00,00:22:00,588,High,CC,3.81,0.06,41.6,2.088,3.24,1706,Pack-02
2024-02-05 13:00:00,1,Charging,00:41:00,00:12:00,506,Low,CC-CV,3.88,-0.68,39.0,0.907,3.36,1707,Pack-02
2024-02-05 13:30:00,3,Rest,00:21:00,00:57:00,660,Medium,CC-CV,4.0,-1.79,28.2,1.18,8.55,1708,Pack-02
2024-02-05 14:00:00,2,Discharging,00:40:00,00:32:00,333,High,CC-CV,3.6,-0.04,34.4,2.134,2.96,1709,Pack-02
2024-02-05 14:30:00,2,Discharging,00:39:00,00:23:00,968,Low,CC,3.98,1.38,40.6,2.158,5.94,1710,Pack-02
2024-02-05 15:00:00,1,Discharging,00:48:00,00:57:00,829,Low,CC-CV,3.59,0.51,31.5,1.787,1.16,1711,Pack-02
2024-02-05 15:30:00,2,Discharging,00:42:00,00:14:00,444,Low,CC-CV,4.09,0.88,37.8,2.397,9.31,1712,Pack-02
2024-02-05 16:00:00,2,Charging,00:39:00,00:27:00,47,Medium,Rest,4.15,-0.58,39.9,1.961,5.12,1713,Pack-02
2024-02-05 16:30:00,1,Discharging,00:23:00,00:15:00,723,High,CC-CV,3.87,-0.94,29.0,2.355,8.87,1714,Pack-02
2024-02-05 17:00:00,1,Discharging,00:10:00,00:40:00,466,Medium,Rest,3.94,-0.17,34.4,2.047,4.39,1715,Pack-02
2024-02-05 17:30:00,1,Charging,00:48:00,00:38:00,536,High,CC-CV,3.85,-0.66,34.9,1.211,6.16,1716,Pack-02
2024-02-05 18:00:00,2,Charging,00:40:00,00:17:00,12,Low,Rest,3.78,-1.66,33.6,2.221,4.2,1717,Pack-02
2024-02-05 18:30:00,3,Charging,00:40:00,00:32:00,12,Medium,CC,4.03,-0.42,42.2,1.166,6.61,1718,Pack-02
2024-02-05 19:00:00,2,Charging,00:40:00,00:16:00,628,High,CC-CV,3.55,0.62,33.3,1.177,8.07,1719,Pack-02
2024-02-05 19:30:00,2,Charging,00:16:00,00:41:00,587,Medium,Rest,3.94,-1.37,32.3,0.74,2.4,1720,Pack-02
2024-02-05 20:00:00,3,Rest,00:27:00,00:41:00,865,Low,CC,3.67,0.54,42.5,0.601,8.19,1721,Pack-02
2024-02-05 20:30:00,3,Discharging,00:27:00,00:52:00,722,High,CC-CV,3.69,-1.71,22.2,2.424,1.47,1722,Pack-02
2024-02-05 21:00:00,2,Discharging,00:43:00,00:10:00,414,Low,CC,4.16,0.63,41.1,0.539,3.68,1723,Pack-02
2024-02-05 21:30:00,2,Charging,00:13:00,00:24:00,207,Low,CC-CV,3.56,-0.83,40.1,1.483,7.25,1724,Pack-02
2024-02-05 22:00:00,2,Rest,00:20:00,00:27:00,669,High,Rest,3.93,-0.29,37.0,2.133,7.54,1725,Pack-02
2024-02-05 22:30:00,1,Rest,00:21:00,00:30:00,805,Low,CC,4.08,0.46,44.5,0.906,7.94,1726,Pack-02
2024-02-05 23:00:00,1,Charging,00:57:00,00:37:00,283,Low,CC-CV,3.9,0.8,20.5,1.256,3.07,1727,Pack-02
2024-02-05 23:30:00,1,Rest,00:37:00,00:43:00,574,Medium,CC,4.2,1.61,39.1,1.962,9.31,1728,Pack-02
2024-02-06 00:00:00,1,Rest,00:20:00,00:24:00,469,Medium,Rest,3.93,-0.71,24.4,2.343,7.72,1729,Pack-02
2024-02-06 00:30:00,1,Rest,00:43:00,00:36:00,955,High,CC,3.84,-0.37,34.6,0.677,5.23,1730,Pack-02
2024-02-06 01:00:00,3,Charging,00:23:00,00:29:00,598,Medium,CC-CV,3.87,-1.84,28.8,1.591,5.48,1731,Pack-02
2024-02-06 01:30:00,3,Rest,00:21:00,00:54:00,433,Low,CC,3.84,-0.99,26.4,1.186,3.9,1732,Pack-02
2024-02-06 02:00:00,3,Discharging,00:54:00,00:54:00,507,Low,CC,3.85,1.65,23.6,1.309,5.8,1733,Pack-02
2024-02-06 02:30:00,3,Discharging,00:27:00,00:58:00,223,Low,Rest,3.53,-0.83,37.3,0.847,5.54,1734,Pack-02
2024-02-06 03:00:00,3,Rest,00:22:00,00:49:00,417,Medium,CC-CV,3.64,1.56,22.2,2.005,1.86,1735,Pack-02
2024-02-06 03:30:00,2,Discharging,00:12:00,00:46:00,572,Low,Rest,3.83,1.54,25.3,1.271,7.6,1736,Pack-02
2024-02-06 04:00:00,1,Charging,00:47:00,00:58:00,235,Low,CC,4.01,-1.2,38.7,2.142,1.86,1737,Pack-02
2024-02-06 04:30:00,1,Rest,00:37:00,00:11:00,711,Low,Rest,3.77,-1.88,28.0,2.386,6.07,1738,Pack-02
2024-02-06 05:00:00,2,Rest,00:35:00,00:25:00,584,Medium,CC,4.09,1.1,32.3,2.237,6.53,1739,Pack-02
